"triggerID"	"name"	"exp"	"z3exp"	"upname"	"description"
"1737"	"Huma-i Device Data Trigger"	"air quality = update"	"air quality == 4"	"air"	"this trigger fires when your air device data update"
"1738"	"Carbon Dioxide(CO₂) Alert"	"air co2 = greater value"	"air co2 > 3"	"air"	"this trigger fires if the concentration of carbon dioxide (co₂) measured from your air device rise above the specified value, which is the average for 5 minutes"
"1739"	"AQI Levels Detect Alert"	"air quality = greater value"	"air quality > 1"	"air"	"this trigger fires if the aqi measured from your air device rise above the specified value, which is the average for 5 minutes"
"1740"	"VOCs Alert"	"air voc = greater value"	"air voc > 1"	"air"	"this trigger fires if voc (volatile organic compounds) level measured from your air device rise above the specified value, which is the average for 5 minutes"
"1741"	"PM2.5 Alert"	"air pm2.5 = greater value"	"air pm2.5 > 0"	"air"	"this trigger fires if the level of pm2"
"1744"	"Temperature rise above"	"air temperature = greater value"	"air temperature > 1"	"thermostat"	"this trigger fires when the temperature rise above a value  "
"1747"	"Temperature return to normal"	"air temperature = normal"	"air temperature == 6"	"home"	"this trigger fires when a specified tag senses that its ambient temperature return between the upper and lower values configured at temperature options screen inside the home app"
"1752"	"Low battery alert"	"thermostat battery = low"	"thermostat battery == 0"	"thermostat"	"this trigger fires when your device is nearly out of battery"
"1753"	"Entering manual mode"	"thermostat mode = manual"	"thermostat mode == 12"	"thermostat"	"this triggers fire every time your room enters manual mode"
"1755"	"Exiting away mode"	"thermostat mode = not equal away"	"thermostat mode != 7"	"thermostat"	"this trigger fires when your home exits away mode"
"1756"	"Entering away mode"	"thermostat mode = away"	"thermostat mode == 7"	"thermostat"	"this trigger fires every time your home enters away mode"
"1757"	"Noise level drops below"	"sensor noise = less value"	"sensor noise < 0"	"sensor"	"this trigger fires when the noise drops below a decibel value  "
"1758"	"Entering frost-guard mode"	"thermostat mode = frost-guard"	"thermostat mode == 1"	"thermostat"	"this trigger fires when your home enters frost-guard mode"
"1764"	"Low battery alert"	"thermostat nearly = battery out"	"thermostat nearly == 0"	"thermostat"	"this trigger fires when your thermostat is nearly out of battery"
"1765"	"Temperature rise above"	"air temperature = greater value"	"air temperature > 1"	"thermostat"	"this trigger fires when the temperature rise above a value  "
"1769"	"When thermostat comes online"	"thermostat = online"	"thermostat == 5"	"thermostat"	"this trigger fires when the thermostat comes online"
"1770"	"Temperature rise above"	"air temperature = greater value"	"air temperature > 1"	"thermostat"	"this trigger fires when the temperature rise above a set value"
"1771"	"When thermostat goes offline"	"thermostat = offline"	"thermostat == 1"	"thermostat"	"this trigger fires when a thermostat goes offline"
"1774"	"Temperature rise above"	"air temperature = greater value"	"air temperature > 1"	"thermostat"	"this trigger fires when your local room temperature exceeds a given value"
"1778"	"Current set temperature change"	"thermostat set_temperature = change"	"thermostat set_temperature == 0"	"thermostat"	"this trigger monitors change in your thermostat's set temperature and fires whenever it change"
"1779"	"An error occured"	"thermostat = error"	"thermostat == 0"	"thermostat"	"this trigger fires if the thermostat encounters an error"
"1786"	"Temperature rise above"	"air temperature = greater value"	"air temperature > 1"	"home"	"this trigger fires when your home device detects temperatures above a value  "
"1788"	"Thermostat outdoor temperature is greater than"	"air temperature = greater value"	"air temperature > 1"	"thermostat"	"this trigger fires when your thermostat thermostat senses that the outdoor temperature is greater than a specific value you supply"
"1790"	"Tomorrow's low drops below"	"weather tomorrow_temperature = less value"	"weather tomorrow_temperature < 0"	"weather"	"this trigger fires when tomorrow’s forecasted low temperature drops below a value  "
"1792"	"Temperature drops below"	"air temperature = less value"	"air temperature < 0"	"home"	"this trigger fires when your home device detects temperatures below a value  "
"1804"	"Momentary on"	"switch = turn on"	"switch == 3"	"home"	"this trigger fires when your home relay is turn on in momentary mode"
"1811"	"Disconnects from any WiFi network"	"phone wifi = disconnect"	"phone wifi == 2"	"phone"	"this trigger fires when your phone disconnects from any wifi network"
"1830"	"When anti-theft alarm is triggered"	"siren = turn on"	"siren == 0"	"home"	"this trigger fires when anti-theft alarm is activated"
"1831"	"When button is pressed"	"switch = press"	"switch == 1"	"home"	"this trigger fires when you press the button on your tracker"
"1832"	"When zone alert is triggered"	"siren = turn on"	"siren == 0"	"home"	"this trigger fires when a zone alert is triggered"
"1833"	"Disconnects from a Bluetooth device"	"phone bluetooth = disconnect"	"phone bluetooth == 2"	"phone"	"this trigger fires when your phone disconnects from a bluetooth device"
"1834"	"Check engine light is on for any vehicle"	"car check_engine_light = on"	"car check_engine_light == 0"	"car"	"this trigger fires when any vehicle's check engine light has been activated, caused by a diagnostic trouble code (dtc)"
"1836"	"Low battery condition for any vehicle"	"car battery_level = low"	"car battery_level == 0"	"car"	"this trigger fires when battery levels fall below normal levels for any vehicle in your account"
"1851"	"Overcurrent"	"door = close"	"door == 0"	"home"	"this trigger fires when the gate stopped by overcurrent protection"
"1852"	"open"	"door = open"	"door == 2"	"home"	"this trigger fires when the gate complete open"
"1853"	"Opening"	"door = open"	"door == 2"	"home"	"this trigger fires when the gate start opening"
"1859"	"Low battery reported"	"sensor battery = low"	"sensor battery == 0"	"camera"	"this trigger fires when camera reports low battery level on the selected camera device"
"1863"	"Egg count drops below"	"refrigerator egg_count = less number"	"refrigerator egg_count < 0"	"refrigerator"	"this trigger fires when the egg count drops below a number  "
"1883"	"Order being prepped"	"cook order = prep"	"cook order == 0"	"cook"	"this trigger fires when your order is being prepped"
"1899"	"Earphones plugged in"	"phone earphone = plug"	"phone earphone == 0"	"phone"	"this trigger fires when earphones are plugged into your phone"
"1911"	"Task created in section"	"phone new_task = creat"	"phone new_task == 0"	"phone"	"this trigger fires when a new task is created in the specified section"
"1914"	"events"	"irrigator new_event = generat"	"irrigator new_event == 0"	"irrigator"	"this trigger fires when a new event is generated"
"1915"	"sensor data"	"irrigator measured_data = report"	"irrigator measured_data == 0"	"irrigator"	"this trigger fires when your whisperer sensor reports measured data"
"1916"	"schedules"	"irrigator schedule = complete"	"irrigator schedule == 0"	"irrigator"	"this trigger fires when a schedule is complete"
"1917"	"moisture"	"irrigator moisture_value = calculate"	"irrigator moisture_value == 0"	"irrigator"	"this trigger fires when the moisture value is calculated"
"1918"	"Outdoor Temperature falls below"	"air temperature = less value"	"air temperature < 0"	"weather"	"this trigger fires when the outdoor temperature falls below a given value"
"1919"	"Device detects low temperature"	"air temperature = less value"	"air temperature < 0"	"weather"	"this trigger fires when the temperature is below a level set by you"
"1929"	"Device is offline"	"irrigator = disconnect"	"irrigator == 1"	"irrigator"	"this trigger fires when device disconnects from the remote access service"
"1931"	"Leak detect"	"water leak = detect"	"water leak == 0"	"irrigator"	"this trigger fires when a leak was detect by your sprinkler"
"1933"	"Hive Motion Sensor™ motion detect"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"sensor"	"this trigger fires when your hive motion sensor detects motion"
"1935"	"Alarm event occurs"	"siren = turn on"	"siren == 0"	"home"	"this trigger fires when one of your devices detects alarm events"
"1936"	"Livy Protect alarm activation "	"sensor alarm = turn on"	"sensor alarm == 0"	"sensor"	"this trigger fires when you turn on the alarm in the livy app"
"1937"	"Livy Protect alarm goes off"	"sensor alarm = turn off"	"sensor alarm == 1"	"sensor"	"this trigger fires when your sensor device reports a fire or motion alarm"
"1940"	"Livy Protect alarm deactivation "	"sensor alarm = turn off"	"sensor alarm == 1"	"sensor"	"this trigger fires when you turn off the alarm in the livy app"
"1942"	"arm"	"home security_mode = arm"	"home security_mode == 0"	"home"	"this trigger fires when the device connected to home home center  is arm"
"1943"	"End of cycle"	"washer cycle = end"	"washer cycle == 0"	"washer"	"this trigger fires when your ge washer finishes a cycle"
"1944"	"End of cycle"	"dryer cycle = end"	"dryer cycle == 0"	"dryer"	"this trigger fires when your ge dryer finishes a cycle"
"1964"	"New photo added to album"	"phone new_photo = add"	"phone new_photo == 1"	"text"	"this trigger fires when a new photo is added to the album  "
"1965"	"New photo with the rear camera"	"camera new_photo = take"	"camera new_photo == 0"	"text"	"this trigger fires when you take a photo with the rear camera"
"1966"	"New photo with the front camera"	"camera new_photo = take"	"camera new_photo == 0"	"text"	"this trigger fires when you take a photo with the front camera"
"1976"	"Humidity or moisture return to normal"	"air humidity = normal"	"air humidity == 5"	"home"	"this trigger fires when a specified tag with humidity or moisture monitoring enabled, return within normal humidity range"
"1986"	"Device Disconnects"	"wifi device = disconnect"	"wifi device == 1"	"wifi"	"this trigger fires when a previously-connected device disconnects from your wifi"
"1987"	"Temperature above value"	"air temperature = greater value"	"air temperature > 1"	"alarm"	"this trigger fires when the smart alert detects that your home's temperature has gone above the value you've configured"
"2022"	"Video ready"	"camera new_video = ready"	"camera new_video == 0"	"camera"	"this trigger fires when a new video is available from a camera at the camera location  "
"2031"	"Tomorrow's high rise above"	"weather tomorrow_temperature = greater value"	"weather tomorrow_temperature > 1"	"weather"	"this trigger fires when tomorrow’s forecasted high temperature rise above a value  "
"2039"	"Motion detect at location"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"camera"	"this trigger fires when any camera detects motion at the camera location  "
"2050"	"High temperature alert"	"air temperature = greater value"	"air temperature > 1"	"air"	"this trigger fires when the temperature measured from your air device rise above the value you specified for more than 30 seconds"
"2051"	"Low temperature alert"	"air temperature = less value"	"air temperature < 0"	"air"	"this trigger fires when the temperature measured from your air drops below the value you specified for more than 30 seconds"
"2055"	"Temperature is = greater setpoint"	"water temperature = greater setpoint"	"water temperature > 0"	"home"	"this trigger fires when the temperature of your pool water is greater or equal to your swimming pool 'temperature setpoint'"
"2065"	"Motion detect"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"home"	"this trigger fires when any or a specific motion sensor detects motion"
"2073"	"Motion detect"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"camera"	"this trigger fires when a specified camera detects motion"
"2074"	"Item state change"	"device state = change"	"device state == 0"	"home"	"this trigger fires when an item change its state to a value  "
"2075"	"Camera detects motion"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"home"	"this trigger fires when selected camera detects motion"
"2078"	"Laundry cycle starts"	"washer cycle = start"	"washer cycle == 1"	"washer"	"this trigger fires when the laundry cycle stars"
"2079"	"Laundry cycle is finished"	"washer cycle = end"	"washer cycle == 0"	"washer"	"this trigger fires when the laundry cycle ends"
"2080"	"Humidity drops below"	"air humidity = less value"	"air humidity < 0"	"sensor"	"this trigger fires when the humidity drops below a percentage  "
"2081"	"Wash cycle ending soon"	"washer remaining_time = value"	"washer remaining_time == 0"	"washer"	"this trigger fires when the remaining laundry time reaches the value  "
"2082"	"Washing cycle is over"	"washer cycle = end"	"washer cycle == 0"	"washer"	"this trigger fires when the washer cycle ends"
"2088"	"Binary switch turn on"	"switch = turn on"	"switch == 3"	"switch"	"this trigger fires when your device's binary switch is turn on"
"2089"	"Drying cycle is over"	"dryer cycle = end"	"dryer cycle == 0"	"dryer"	"this trigger fires when the dryer cycle ends"
"2097"	"Refrigerator needs filter replacement"	"refrigerator filter = need replace"	"refrigerator filter == 0"	"refrigerator"	"this trigger fires when the refrigerator needs a filter replaced"
"2103"	"High humidity alert"	"air humidity = greater value"	"air humidity > 1"	"air"	"this trigger fires when the humidity measured from your air device rise above the value you specified for more than 30 seconds"
"2104"	"Motion detect while Aura is set to Away"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"sensor"	"this trigger fires if sensor detects motion when set to the away scene"
"2109"	"Low humidity alert"	"air humidity = less value"	"air humidity < 0"	"air"	"this trigger fires when the humidity measured from your air device dropped below the value you specified for more than 30 seconds"
"2113"	"Vacuum starts"	"sweeper = start"	"sweeper == 0"	"sweeper"	"this trigger fires when your vacuum starts"
"2124"	"Current heating mode change"	"thermostat mode = change"	"thermostat mode == 9"	"thermostat"	"this trigger monitors change in your thermostat's heating mode and fires if it is set to a certain mode"
"2125"	"Current set temperature exceeds a value"	"air temperature = greater value"	"air temperature > 1"	"thermostat"	"this trigger monitors change in your thermostat's set temperature and fires if it exceeds a certain value"
"2134"	"Temperature rise above"	"air temperature = greater value"	"air temperature > 1"	"thermostat"	"this trigger fires when the temperature rise above a set value"
"2139"	"Temperature falls below"	"air temperature = less value"	"air temperature < 0"	"thermostat"	"this trigger fires when the temperature falls below a set value"
"2141"	"When thermostat goes offline"	"thermostat = offline"	"thermostat == 1"	"thermostat"	"this trigger fires when a thermostat goes offline"
"2142"	"When thermostat comes online"	"thermostat = online"	"thermostat == 5"	"thermostat"	"this trigger fires when the thermostat comes online"
"2144"	"Outgoing phone call to a specific number ends"	"phone call = end"	"phone call == 3"	"phone"	"this trigger fires when you place a phone call on your android device to a number you specify"
"2175"	"Member left"	"sensor specific_person = no detect"	"sensor specific_person == 1"	"sensor"	"this trigger fires when a selected member leaves"
"2177"	"Member arrived"	"sensor specific_person = detect"	"sensor specific_person == 0"	"sensor"	"this trigger fires when a selected member arrives"
"2179"	"Motion detect while Aura is set to Night"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"sensor"	"this trigger fires if sensor detects motion when set to night scene"
"2186"	"Scene changed to"	"sensor scene = change"	"sensor scene == 4"	"sensor"	"this trigger fires when the scene is changed to the selected scene"
"2187"	"Switched on"	"switch = turn on"	"switch == 3"	"plug"	"this trigger fires when your plug is turn on"
"2195"	"New water measurement"	"water new_swimming_pool_measurement  = available"	"water new_swimming_pool_measurement == 0"	"home"	"this trigger fires when a new water measurement of a swimming pool is available"
"2197"	"Leak detect"	"water leak = detect"	"water leak == 0"	"home"	"this trigger fires when water leak detect"
"2202"	"Temperature is = less setpoint"	"water temperature = setpoint"	"water temperature == 1"	"home"	"this trigger fires when the temperature of your pool water is lower than your swimming pool 'temperature   setpoint'"
"2246"	"New event from a camera"	"sensor event = detect"	"sensor event == 0"	"camera"	"this trigger fires when a rule on a camera video camera you specify sends an event"
"2247"	"open"	"device = turn on"	"device == 2"	"home"	"this trigger fires when the device connected to home home center  is open"
"2258"	"A Flic with a tag is clicked"	"switch = turn on"	"switch == 3"	"switch"	"you can create tags and give them to your switchs, so multiple switchs can be used with a single recipe"
"2259"	"Sensor not triggered"	"sensor signal = no detect"	"sensor signal == 1"	"home"	"this trigger fires when a signal is not detect from your sensor"
"2264"	"Whenever Door/Window change"	"door = change"	"door == 1"	"home"	"this trigger fires whenever door/window sensor is detect by home supported z-wave sensor"
"2281"	"Light switch is turn on"	"thermostat light = turn on"	"thermostat light == 0"	"thermostat"	"this trigger fires when your thermostat light switch is turn on"
"2289"	"UV rise above"	"weather uv = greater value"	"weather uv > 0"	"weather"	"this trigger fires when the uv index rise above a given value"
"2302"	"Current measured temperature change"	"air temperature = greater value"	"air temperature > 1"	"thermostat"	"this trigger monitors change in your thermostat's measured temperature and fires if it exceeds a certain value"
"2307"	"Device is turn on/off"	"device = change"	"device == 4"	"home"	"this trigger fires when a device turn into the on/off state that you specify"
"2312"	"Motion sensor event"	"sensor state = change"	"sensor state == 0"	"home"	"this trigger fires when motion sensor state changed"
"2322"	"Camera detects motion"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"home"	"this trigger fires when the specified camera detects motion"
"2323"	"Temperature drops below"	"air temperature = less value"	"air temperature < 0"	"thermostat"	"this trigger fires when the temperature drops below a value you specify"
"2324"	"A device is turn off"	"device = turn off"	"device == 7"	"home"	"this trigger fires when a device attached to your home system is turn off"
"2328"	"Virtual Fence Crossed"	"sensor virtual_fence = cross"	"sensor virtual_fence == 0"	"camera"	" this trigger fires when when a virtual fence is crossed"
"2329"	"Device powered on"	"device = turn on"	"device == 2"	"home"	" this trigger fires when one of your mi|home devices is powered on"
"2331"	"Humidity rises above"	"air humidity = greater value"	"air humidity > 1"	"home"	" this trigger fires when your home device detects humidity above a value you specify"
"2332"	"Humidity drops below"	"air humidity = less value"	"air humidity < 0"	"home"	" this trigger fires when your home device detects humidity below a value you specify"
"2333"	"Motion is detect"	"sensor motion_detection = detect"	"sensor motion_detection == 2"	"home"	" this trigger fires when motion is detect by the motion sensor"
"2336"	"Connects or disconnects from any WiFi network"	"phone wifi = change"	"phone wifi == 1"	"phone"	" this trigger fires when your phone connects or disconnects from any wifi network"
"2342"	"Light switch is turn off"	"thermostat light = turn off"	"thermostat light == 1"	"thermostat"	" this trigger fires when your thermostat light switch is turn off"
"2349"	"Device uploads new data"	"weather new_date = update"	"weather new_date == 0"	"weather"	" this trigger fires when your specified device uploads data to the server"
"2362"	"SpotCam Ring battery cover removed"	"sensor ring_battery = remove"	"sensor ring_battery == 0"	"camera"	" this trigger fires when when camera ring battery cover is removed"
"2370"	"Access sensor close"	"sensor = turn off"	"sensor == 5"	"home"	"this trigger fires when any or a specific access sensor is close"
"2371"	"Alarm is started"	"siren = turn on"	"siren == 0"	"wifi"	"this trigger fires when a alarm is started"
"2391"	"Dust level alert"	"air dust = alert level"	"air dust == 0"	"air"	"this trigger fires if the level of dust concentration measured from your air device rises above the value you specified for more than 30 seconds"
"2392"	"Energy meter alerts"	"energy meter = get alerts"	"energy meter == 0"	"home"	"get all alerts from energy meter"
"2393"	"Air conditioner is turned off"	"AC = turn off"	"AC == 1"	"AC"	" this trigger fires when the air conditioner is turned off"
"27"	"Say a simple phrase"	"trigger = speak"	"trigger == 2"	"speaker"	"This trigger fires when you say Ok Google "
"34"	"You enter an area"	"trigger = location_enter"	"trigger == 3"	"location"	"This Trigger fires every time you enter an area"
"41"	"You exit an area"	"trigger = location_exit"	"trigger == 1"	"location"	"This Trigger fires every time you exit an area"
"44"	"Sunset"	"time = sunset"	"time == 4"	"weather"	"This Trigger fires within 15 minutes of the sunset in your location"
"47"	"You enter or exit an area"	"trigger = location"	"trigger == 0"	"location"	"This Trigger fires every time you enter or exit an area"
"89"	"Sunrise"	"time = sunrise"	"time == 0"	"weather"	"This Trigger fires within 15 minutes of the sunrise in your location."
"92"	"Every day of the week at"	"time = specific time"	"time == 5"	"time"	"This Trigger fires only on specific days of the week at the time you provide."
"589"	"Tomorrow's forecast calls for"	"weather tomorrow_weather = report"	"weather tomorrow_weather == 0"	"weather"	"This Trigger monitors changes in tomorrow’s forecasted weather condition."
"1186"	"Say a specific phrase"	"trigger = speak"	"trigger == 2"	"speaker"	"This trigger fires every time you say Alexa trigger"
