"actionID"	"name"	"exp"	"z3exp"	"upname"	"description"
"1995"	"Set Operation_Mode and Temperature"	"AC = turn on"	"AC == 0"	"AC"	"pick an ac of the current user, set operation_mode to off,auto,cool,dry,fan or heat, and set temperature between 18c-30c "
"1997"	"POWER: turn on for some time"	"plug = turn on"	"plug == 0"	"home"	"this action will switch your smart power socket on for some limited time"
"2001"	"Control music on QNAP Device via Music Station"	"speaker music = control"	"speaker music == 1"	"NAS"	"this action allows you to control basic music station operations like stop playing current song, play next song in the current playlist and play previous song in the current playlist"
"2005"	"Climate control"	"home mode = change"	"home mode == 7"	"home"	"change the climate mode"
"2006"	"Override a 'radiator' zone"	"heater temperature  = value"	"heater temperature == 0"	"heater"	"override a zone's temperature for a given duration"
"2009"	"Set multiple camera settings"	"camera setting = set"	"camera setting == 0"	"camera"	"this action will set a number of different camera settings at the same time"
"2011"	"Set mode"	"thermostat mode = heat"	"thermostat mode == 2"	"thermostat"	"this action will set the heating mode of the thermostat"
"2014"	"Outdoor Monitoring Off"	"camera = turn off"	"camera == 2"	"camera"	"this action will turn your outdoor view camera monitoring off"
"2015"	"Activate smart control"	"home control = activate"	"home control == 0"	"home"	"this action will activate a smart control"
"2019"	"Update profile picture"	"text profile_picture = update"	"text profile_picture == 0"	"text"	"this action will update your profile picture"
"2020"	"Activate scene"	"shutter scene = activate"	"shutter scene == 0"	"shutter"	"activate a scene created in the rollease acmeda app"
"2021"	"Dim a device"	"light = dim"	"light == 1"	"home"	"this action will dim a dimmable lighting device attached to your home system"
"2029"	"Prioritize Online Activity"	"wifi activity = prioritize"	"wifi activity == 0"	"wifi"	"this action will prioritize a certain type of online activity on your network, maintaining a fast connection of what's important"
"2030"	"Turn On Share Function"	"camera share = unblock"	"camera share == 0"	"camera"	"this action will unblock all shared users so they can access your camera"
"2046"	"Start Scenario Action Set"	"home scene = start"	"home scene == 0"	"home"	"start a scenario action set"
"2056"	"Open or close electric curtain"	"shutter = change"	"shutter == 2"	"home"	"this action will open or close your electric curtain"
"2060"	"Start recording"	"camera recording = start"	"camera recording == 2"	"camera"	"this action will tell a camera to start recording"
"2062"	"Turn camera on"	"camera = turn on"	"camera == 0"	"camera"	"this action will turn on the camera"
"2066"	"Add photo to Buffer"	"phone photo = add"	"phone photo == 1"	"text"	"this action will add a photo to text"
"2069"	"Upload photo from URL"	"phone photo = upload"	"phone photo == 0"	"photo"	"this action will upload a new photo, from a given url to an image, to your photo photostream"
"2070"	"Turn camera flashlight on"	"camera flashlight = turn on"	"camera flashlight == 0"	"camera"	"this action will turn the camera's flashlight on"
"2071"	"Start recording"	"camera recording = start"	"camera recording == 2"	"camera"	"this action will tell the camera to start recording"
"2083"	"Turn light off"	"siren light = turn off"	"siren light == 1"	"alarm"	"this action will turn the light on your alarm smart alert off"
"2085"	"Turn off dishwasher"	"dishwasher = turn off"	"dishwasher == 0"	"dishwasher"	"this action will turn off your dishwasher"
"2086"	"Place my Domino's Easy Order"	"cook order = place"	"cook order == 1"	"cook"	"places the easy order you have saved to your domino’s pizza profile"
"2090"	"Play LED effect"	"light effect = play"	"light effect == 0"	"home"	"this action will play a light effect on homebox led"
"2105"	"Set Aura to Home scene"	"sensor scene = home"	"sensor scene == 0"	"sensor"	"this action will set your sensor to home scene"
"2108"	"Create task in project"	"text task = create"	"text task == 0"	"text"	"this action will create a new task in the project you choose"
"2111"	"Turn off room"	"light = turn off"	"light == 4"	"home"	"this action will turn off  light in a room"
"2112"	"Add to Buffer"	"text post = add"	"text post == 0"	"text"	"this action will add a post to text"
"2114"	"End vacuum cleaning"	"sweeper = stop"	"sweeper == 3"	"sweeper"	"this action will end vacuum cleaning"
"2116"	"Activate overwork timer"	"air temperature  = value"	"air temperature == 8"	"thermostat"	"this action will set your room temperature to a new set point for a configurable period"
"2117"	"Set room temperature"	"air temperature  = value"	"air temperature == 8"	"thermostat"	"this action will set the current room temperature to a level of your choice"
"2118"	"Change a thermostat's heat set-point"	"air temperature  = value"	"air temperature == 8"	"home"	"this action will change the heat set-point of a thermostat attached to your home system"
"2119"	"Change a thermostat's operating mode to heat"	"thermostat mode = heat"	"thermostat mode == 2"	"home"	"this action will change the the operating mode of a thermostat attached to your home system to heat"
"2120"	"Change a thermostat's cool set-point"	"thermostat mode = cool"	"thermostat mode == 10"	"home"	"this action will change the cool set-point of a thermostat attached to your home system"
"2121"	"Boost Timer"	"thermostat timer_boost = activate"	"thermostat timer_boost == 0"	"thermostat"	"this action will activate a timer boost on the selected thermostat timer"
"2122"	"Change a thermostat's operating mode to cool"	"thermostat mode = cool"	"thermostat mode == 10"	"home"	"this action will change the the operating mode of a thermostat attached to your home system to cool"
"2123"	"Change a thermostat's operating mode to off"	"thermostat mode = cancel"	"thermostat mode == 13"	"home"	"this action will change the the operating mode of a thermostat attached to your home system to off"
"2126"	"Turn outlet off"	"plug = turn off"	"plug == 2"	"plug"	"this action will turn off the plug"
"2128"	"Set to frost-guard mode"	"thermostat mode = frost-guard"	"thermostat mode == 1"	"thermostat"	"this action will set home to frost-guard mode"
"2133"	"Change a thermostat's operating mode to auto"	"thermostat mode = auto"	"thermostat mode == 4"	"home"	"this action will change the the operating mode of a thermostat attached to your home system to auto"
"2136"	"Turn off warming"	"bed warm = turn off"	"bed warm == 1"	"home"	"this action will turn off warming for the side of the bed you choose"
"2137"	"Set thermostat to heat and hold a set temperature"	"thermostat mode = heat"	"thermostat mode == 2"	"thermostat"	"this action will set your thermostat to heat and hold"
"2138"	"Set temperature"	"air temperature = 24"	"air temperature == 7"	"thermostat"	"this action will set the air temperature"
"2140"	"Set thermostat mode"	"thermostat mode = set"	"thermostat mode == 8"	"thermostat"	"this action will set the thermostat mode"
"2143"	"Set to Home"	"thermostat mode = home"	"thermostat mode == 0"	"thermostat"	"this action will set your thermostat to home"
"2145"	"Set group mode"	"thermostat mode = set"	"thermostat mode == 8"	"thermostat"	"this action will set a thermostat group mode"
"2146"	"Lock a door lock"	"door = close"	"door == 0"	"home"	"this action will lock a door lock attached to your home system"
"2148"	"Update bio"	"text bio = update"	"text bio == 0"	"text"	"this action will update your bio and optionally tweet about it"
"2149"	"Unlock a door lock"	"door = open"	"door == 2"	"home"	"this action will unlock a door lock attached to your home system"
"2168"	"Save any web page"	"text web_page = save"	"text web_page == 0"	"text"	"this action will save any web page into your text for later"
"2176"	"Set Aura to Guardian scene"	"sensor scene = guardian"	"sensor scene == 1"	"sensor"	"this action will set your sensor to guardian scene"
"2180"	"Set Aura to Away scene"	"sensor scene = away"	"sensor scene == 3"	"sensor"	"this action will set your sensor to away scene"
"2183"	"Set Aura to Night scene"	"sensor scene = night"	"sensor scene == 5"	"sensor"	"this action will set your sensor to night scene"
"2184"	"Set Aura to Pet scene"	"sensor scene = pet"	"sensor scene == 2"	"sensor"	"this action will set your sensor to pet scene"
"2190"	" light Off"	"camera bulb = turn off"	"camera bulb == 1"	"camera"	"this action will turn your camera device off"
"2191"	"Turn off the air purifier"	"air purifier = turn off"	"air purifier == 1"	"air"	"this action will turn off the air purifier"
"2192"	" light On"	"camera = turn on"	"camera == 0"	"camera"	"this action will turn your camera device on"
"2194"	"Boost hot water production"	"water hot = increase"	"water hot == 1"	"home"	"this action will temporarily increase the hot water production in your nibe system by turning on the temporary lux feature"
"2196"	"VALVE: start watering"	"water valve = start"	"water valve == 2"	"home"	"this action will open a valve for some time"
"2198"	"Skip watering time"	"water watering = skip"	"water watering == 1"	"water"	"this action will skip a watering time"
"2199"	"Turn hot water off"	"water hot = turn off"	"water hot == 2"	"heater"	"this action will turn the hot water at   your locations off"
"2210"	"Change mode"	"device mode = change"	"device mode == 0"	"home"	"this action will control the mode of your device"
"2211"	"Set temperature"	"device temperature = set"	"device temperature == 0"	"home"	"this action control the temperature of your device"
"2212"	"Set windspeed"	"device windspeed = set"	"device windspeed == 0"	"home"	"this action will control the windspeed of your device"
"2240"	"Add a public bookmark"	"text bookmark = add"	"text bookmark == 1"	"text"	"this action will add a public bookmark to your text account"
"2249"	"Blink a device"	"device = turn off"	"device == 7"	"home"	"this action will make your device blink by turning it on then off, or off then on, quickly"
"2252"	"Play the text to speech"	"speaker text_speech = play"	"speaker text_speech == 0"	"home"	"this action will play the text to speech in the hearing aid, if the hearing aid is connected to an iphone"
"2255"	"Change brightness"	"light brightness_level= change"	"light brightness_level == 2"	"light"	"this action will change your light's brightness"
"2261"	"Publish an event"	"device event = publish"	"device event == 1"	"home"	"this action publishes an event back to your device, which you can catch with home"
"2270"	"Unlock a door"	"door = open"	"door == 2"	"home"	"this action will unlock a door"
"2272"	"Dim the Light"	"light brightness_level = change"	"light brightness_level == 2"	"light"	"changes the brightness level of the selected wemo light"
"2273"	"Change color temperature"	"light color_temperature= change"	"light color_temperature == 0"	"light"	"this action will change your  light"
"2275"	"Change brightness"	"light brightness_level = change"	"light brightness_level == 2"	"home"	"this action will change the brightness of a light bulb"
"2276"	"Turn light turn on"	"light = turn on"	"light == 0"	"thermostat"	"this action turn on   your light switches"
"2279"	"Change color"	"light color = change"	"light color == 1"	"light"	"this action will change your  light"
"2282"	"Turn off then on"	"switch = turn off"	"switch == 5"	"switch"	"this action will turn a turn off then immediately back on"
"2288"	"Override an 'on / off' zone"	"heater = change"	"heater == 2"	"heater"	"override a zone to 'on' or 'off' for a given duration"
"2290"	"Turn light on"	"siren light = turn on"	"siren light == 0"	"alarm"	"this action will turn the light on your alarm smart alert on"
"2291"	"Start sleep fader"	"light = fade"	"light == 5"	"light"	"starts sleep fader for the selected wemo light"
"2298"	"Change color temperature"	"light color_temperature= change"	"light color_temperature == 0"	"home"	"this action will change the color temperature of a light bulb"
"2300"	"Dim a group of  light"	"light = dim"	"light == 1"	"light"	"changes the brightness level of the selected group of wemo  light"
"2306"	"Turn off then on"	"switch = turn off"	"switch == 5"	"switch"	"this action will turn a wemo turn off then immediately back on"
"2308"	"Dim a light bulb"	"light = dim"	"light == 1"	"home"	"this action will change the dim level of a light bulb"
"2315"	"Set light color"	"light color = set"	"light color == 0"	"home"	"this action will set the light color"
"2316"	"Turn off  light"	"light = turn off"	"light == 4"	"light"	"this action will turn off the light"
"2317"	"Turn on  light"	"light = turn on"	"light == 0"	"light"	"this action will turn on the  light"
"2318"	"Set brightness"	"light brightness_level = set"	"light brightness_level == 1"	"light"	"this action will set the  light brightness levels"
"2320"	"Open a relay"	"switch = turn on"	"switch == 3"	"switch"	"this action will open a relay"
"2344"	"Turn on then off"	"switch = turn on"	"switch == 3"	"switch"	"this action will turn a turn on then immediately back off"
"2345"	"Override a 'underfloor' zone"	"heater temperature  = value"	"heater temperature == 0"	"heater"	"override a zone's temperature for a given duration"
"2357"	"Move or tilt shade"	"shutter = change"	"shutter == 2"	"shutter"	"this action will move a shade to a destination position"
"2358"	"Unpause"	"thermostat = unpause"	"thermostat == 6"	"thermostat"	"this action will unpause your thermostat, i"
"2360"	"Turn on"	"device = turn on"	"device == 2"	"home"	"this action will turn on the device of your choosing"
"2361"	"report weather"	"irrigator weather_data = provide"	"irrigator weather_data == 0"	"irrigator"	"provide weather data"
"2366"	"Change light color"	"light color = change"	"light color == 1"	"alarm"	"this action will change the light color of your smart alert"
"2367"	"Turn off plug"	"plug = turn off"	"plug == 2"	"home"	"this action will turn off your d-link smart plug "
"2368"	"Disarm the security system"	"home security_mode = disarm"	"home security_mode == 1"	"home"	"this action will disarm the security system"
"2369"	"Arm the security system"	"home security_mode= arm"	"home security_mode == 0"	"home"	"this action will arm your security system"
"2373"	"Create a text file"	"text file = create"	"text file == 0"	"text"	"this action will create a new text file"
"2390"	"Add new subscriber"	"mail subscriber = add"	"mail subscriber == 0"	"mail"	"this action will add a new subscriber"
"7"	"Send me an SMS"	"text sms = send"	"text sms == 1"	"text"	"This Action will send an SMS to your mobile phone."
"16"	"change color"	"light color = change"	"light color == 1"	"light"	"This action will change the color of your hue light"
"45"	"Send me an email"	"text email = send"	"text email == 0"	"email"	"This Action will send you an HTML based email"
"252"	"Call my phone"	"phone call = call"	"phone call == 0"	"phone"	"This Action will call your phone number and say a message."
"279"	"Send an SMS"	"text sms = send"	"text sms == 1"	"text"	"This Action will send an SMS from your Android device to any phone number you specify."
"285"	"Push a note"	"text note = send"	"text note == 1"	"text"	"This Action will push a new note to your Pushbullet inbox."
"665"	"Send an email"	"text email = send"	"text email == 0"	"gmail"	"This Action will send an email to up to twenty recipients from your Gmail account."
"37"	"Send a notification from the IFTTT app"	"text notification = send"	"text notification == 0"	"text"	"This action will send a notification to your devices from the IFTTT app."
"1469"	"Send a Pushover notification"	"text notification = send"	"text notification == 0"	"text"	"This Action will generate a Pushover notification to your subscribed devices"
